"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q1",36.0737704918033,"Down",3418400000,-2860800000,557600000,-377700000,-377700000,179900000,-38200000,-38400000,2e+05,141700000,141700000,-52400000,89300000,89300000,89300000,89300000,37600000,37600000,2017400000,2017400000,393100000,342700000,144300000,198400000,2790800000,175400000,3789100000,2500400000,1276400000,12300000,3964500000,6755300000,1451600000,866500000,5.6e+08,27200000,408500000,256600000,1887300000,3232500000,539600000,469600000,7e+07,3772100000,5659400000,2808600000,-1651600000,-61100000,1095900000,1095900000,6755300000,89300000,62400000,-10300000,-158800000,-17400000,-46200000,-46200000,-6700000,-45100000,73500000,3400000,-60200000,-60200000,3e+05,-59900000,242300000,3259700000,89700000,0.16312,0.05263,0.02612,0.08149,0.01322,1.00448,1.47873,5.16416,0.48254,0.52997,0.52468,20.28724,6.50386,0.53234,0.02198,0.01832,13.29798,17.91051
"12","2016_Q2",38.481875,"Up",3116700000,-2592200000,524500000,-363500000,-363500000,1.61e+08,-37100000,-38100000,1e+06,123900000,123900000,-46100000,77800000,77800000,77800000,77800000,248200000,248200000,1780200000,1780200000,460400000,327500000,114800000,212700000,2816300000,168400000,3733200000,2495200000,1225400000,12600000,3901600000,6717900000,1527300000,958600000,499600000,26900000,389200000,222900000,1943400000,3.225e+09,509600000,448500000,61100000,3734600000,5.678e+09,2818800000,-1.71e+09,-68900000,1039900000,1039900000,6717900000,77800000,6.4e+07,-14800000,300800000,427800000,-1.1e+07,-1.1e+07,-6700000,-114900000,-6.7e+07,-206600000,210200000,210200000,4e+05,210600000,2.25e+08,3251900000,560900000,0.16829,0.05166,0.02496,0.07481,0.01158,7.20951,1.44916,5.46014,0.48406,0.46503,0.46063,18.62941,6.21578,3.35266,0.01995,0.11682,13.34978,18.65652
"13","2016_Q3",40.7971875,"Up",3664600000,-3054100000,610500000,-3.87e+08,-3.87e+08,223500000,-3.6e+07,-36900000,9e+05,187500000,187500000,-7e+07,117500000,117500000,117500000,117500000,129400000,129400000,2082500000,2082500000,487300000,376100000,115800000,260300000,3075300000,163800000,3648800000,2.475e+09,1.162e+09,11800000,3812600000,6887900000,1768300000,1078100000,645400000,26100000,383300000,238700000,2177700000,3214400000,482400000,420800000,61600000,3696800000,5874500000,2832700000,-1715300000,-1.04e+08,1013400000,1013400000,6887900000,117500000,63700000,-13700000,-282200000,-114700000,-14700000,-14700000,-6700000,-99900000,138200000,13900000,-115500000,-115500000,-3300000,-118800000,287200000,3240500000,60300000,0.16659,0.06099,0.03206,0.11595,0.01706,0.51319,1.41218,5.79682,0.47046,0.71255,0.70486,22.22317,6.14554,0.36568,0.02855,0.01273,10.83252,13.91991
"14","2016_Q4",45.482380952381,"Up",3708200000,-3093900000,614300000,-376800000,-376800000,237500000,-37200000,-37600000,4e+05,200300000,198200000,-72300000,125900000,125900000,125900000,125900000,118300000,118300000,2019800000,2019800000,451600000,408100000,138700000,269400000,2997800000,162500000,3612500000,2467900000,1110600000,3.4e+07,3.775e+09,6772800000,1670400000,997700000,642500000,18500000,437900000,257800000,2126800000,3222900000,432600000,393200000,39400000,3655500000,5782300000,2845200000,-1738900000,-115800000,990500000,990500000,6772800000,125900000,6.3e+07,-11200000,8500000,186200000,-15700000,-17800000,4700000,-127300000,-38200000,-178200000,-9800000,-9800000,-1300000,-11100000,300500000,3241400000,365600000,0.16566,0.06405,0.03395,0.12711,0.01859,2.90389,1.40954,5.83776,0.47859,0.77668,0.76349,22.876,6.11043,2.2554,0.03072,0.07838,10.39301,13.14989
"15","2017_Q1",52.6456451612903,"Up",3183200000,-2604200000,5.79e+08,-3.81e+08,-3.81e+08,1.98e+08,-34400000,-33900000,-5e+05,163600000,163600000,-59700000,103900000,103900000,103900000,103900000,263700000,263700000,2168600000,2168600000,4.52e+08,353800000,118900000,234900000,3238100000,163700000,3546600000,2.455e+09,1055600000,3.6e+07,3710300000,6948400000,1848600000,1072900000,7.48e+08,18500000,413600000,2.41e+08,2280700000,3215900000,406300000,369200000,37100000,3622200000,5902900000,2858900000,-1673800000,-139600000,1045500000,1045500000,6948400000,103900000,63800000,-11900000,-51100000,104700000,-22100000,-22400000,-19300000,-25300000,136500000,66300000,148600000,148600000,-3200000,145400000,261800000,3234400000,248300000,0.18189,0.0622,0.03264,0.09938,0.01495,2.3898,1.41978,5.64601,0.46549,0.64897,0.63547,19.88257,6.53029,1.55091,0.02763,0.05299,11.34721,15.00354
"16","2017_Q2",56.1115873015873,"Up",3.256e+09,-2702500000,553500000,-382800000,-382800000,170700000,-38800000,-39700000,9e+05,131900000,74500000,-16300000,58200000,58200000,58200000,58200000,251700000,251700000,1985800000,1985800000,493400000,366700000,127300000,239400000,3097600000,162400000,3514700000,2459100000,1015100000,40500000,3677100000,6774700000,1723300000,1064300000,616300000,18500000,4.81e+08,275900000,2222800000,3.262e+09,382600000,350400000,32200000,3644600000,5867400000,2876200000,-1835400000,-133500000,907300000,907300000,6774700000,58200000,64200000,55200000,192300000,369900000,-19600000,-19600000,-4e+06,-168900000,-163800000,-362200000,-11900000,-11900000,-1e+05,-1.2e+07,234900000,3280500000,423900000,0.16999,0.05243,0.01787,0.06415,0.00859,7.28351,1.39356,6.46688,0.48423,0.36512,0.35749,20.4266,5.69197,2.65935,0.01831,0.09275,12.894,17.74341
"17","2017_Q3",58.8512698412698,"Up",3891600000,-3250800000,640800000,-4.1e+08,-4.1e+08,230800000,-35500000,-35900000,4e+05,195300000,195300000,-54500000,140800000,140800000,140800000,140800000,7.9e+07,7.9e+07,2335300000,2335300000,513600000,468800000,1.31e+08,337800000,3396700000,160700000,3484200000,2469300000,976600000,38300000,3644900000,7041600000,2072700000,1391600000,647100000,18500000,4.64e+08,283100000,2555200000,3277800000,359500000,329500000,3e+07,3637300000,6192500000,2.892e+09,-1927100000,-115800000,849100000,849100000,7041600000,140800000,65300000,-11300000,-188500000,6300000,-17200000,-17200000,12200000,-178400000,26500000,-164500000,-175400000,-175400000,2700000,-172700000,296100000,3296300000,144900000,0.16466,0.05931,0.03618,0.16582,0.02,1.02912,1.32933,7.29302,0.46812,0.90256,0.88553,24.94615,5.44295,0.92885,0.03676,0.03216,10.86559,13.93977
"18","2017_Q4",64.8980952380952,"Up",3933200000,-3.291e+09,642200000,-398100000,-398100000,244100000,-37200000,-37800000,6e+05,206900000,206900000,-77600000,129300000,129300000,129300000,129300000,97900000,97900000,2311300000,2311300000,5.49e+08,534300000,153500000,380800000,3492500000,162500000,3446800000,2477600000,937100000,32100000,3609300000,7101800000,1951200000,1224600000,679600000,41500000,5.66e+08,337600000,2558700000,3388400000,348200000,315900000,32300000,3736600000,6295300000,2905400000,-1997200000,-101700000,806500000,806500000,7101800000,129300000,65700000,-4200000.00000001,-127900000,62900000,-21800000,-21800000,133900000,-1.7e+08,39600000,-20900000,20200000,20200000,-1300000,18900000.0000001,309800000,3429900000,237700000,0.16328,0.06206,0.03287,0.16032,0.01821,1.83836,1.36495,7.8057,0.48296,0.8407,0.82778,25.57347,5.24382,1.54551,0.03353,0.05185,10.75533,13.65014
"19","2018_Q1",69.0434426229508,"Up",3752100000,-3138400000,613700000,-392800000,-392800000,220900000,-36900000,-37100000,2e+05,1.84e+08,1.84e+08,10800000,194800000,194800000,194800000,194800000,144200000,144200000,2329300000,2329300000,411500000,511300000,168300000,3.43e+08,3396300000,161100000,3409300000,2479600000,8.97e+08,32700000,3570400000,6966700000,1945200000,1317700000,627500000,25500000,551400000,551400000,2522100000,3.21e+09,2.49e+08,196300000,52700000,3.459e+09,5981100000,2913100000,-1831600000,-95900000,985600000,985600000,6966700000,194800000,65700000,-106300000,184400000,338600000,-22500000,-22500000,-195300000,-16700000,-26900000,-271100000,4.5e+07,4.5e+07,1300000,46300000,286600000,3235500000,437700000,0.16356,0.05887,0.05192,0.19765,0.02796,2.24692,1.34662,6.06849,0.46442,1.27822,1.2584,24.62008,6.46719,2.87205,0.05078,0.09792,10.78611,13.99411
"20","2018_Q2",73.4253125,"Up",3606400000,-3002500000,603900000,-399800000,-399800000,204100000,-38400000,-37700000,-7e+05,165700000,165700000,-38700000,1.27e+08,1.27e+08,1.27e+08,1.27e+08,2.21e+08,2.21e+08,2.274e+09,2.274e+09,485800000,499100000,188900000,310200000,3479900000,153100000,3394900000,2488800000,8.59e+08,47100000,3.548e+09,7027900000,2025700000,1288500000,664600000,25800000,5.31e+08,5.31e+08,2582500000,3209700000,238800000,188900000,49900000,3448500000,6.031e+09,2.93e+09,-1854600000,-78500000,996900000,996900000,7027900000,1.27e+08,66600000,-4199999.99999997,32800000,222200000,-15900000,-15900000,-3700000,-109200000,13700000,-131200000,75100000,75100000,1700000,76800000,270700000,3235500000,326300000,0.16745,0.05659,0.03522,0.12739,0.01807,2.56929,1.34749,6.04975,0.46038,0.83443,0.82041,23.69514,6.54993,2.14389,0.03556,0.07298,11.13594,14.76972
"21","2018_Q3",82.2501587301587,"Up",4186100000,-3490500000,695600000,-430100000,-430100000,265500000,-35700000,-37200000,1500000,229800000,229800000,-56800000,1.73e+08,1.73e+08,1.73e+08,1.73e+08,100700000,100700000,2612200000,2612200000,576900000,554900000,181100000,373800000,3844700000,150300000,3335100000,2472500000,802300000,60300000,3485400000,7330100000,2263600000,1693600000,5.26e+08,38600000,517800000,517800000,2.82e+09,3201700000,239500000,172900000,66600000,3441200000,6261200000,2954800000,-1780800000,-105100000,1068900000,1068900000,7330100000,1.73e+08,66300000,3e+05,-129500000,110100000,-17700000,-17700000,9900000,-41900000,-143200000,-2.07e+08,-114600000,-114600000,-5700000,-120300000,331800000,3240300000,241400000,0.16617,0.06342,0.04133,0.16185,0.0236,1.39538,1.36337,5.85761,0.44205,1.14116,1.12411,27.6128,7.05079,1.59235,0.04502,0.05307,9.46233,11.82524
"22","2018_Q4",82.1292063492064,"Down",4373200000,-3659600000,713600000,-438800000,-438800000,274800000,-36400000,-36600000,2e+05,238400000,238400000,-54700000,183700000,183700000,183700000,183700000,255100000,255100000,2650500000,2650500000,481100000,562800000,192400000,370400000,3949500000,147800000,3278100000,2469500000,758200000,50400000,3425900000,7375400000,2207400000,1609900000,570400000,3.2e+07,564500000,564500000,2803900000,3187400000,223400000,158400000,6.5e+07,3410800000,6214700000,2972400000,-1703500000,-108200000,1160700000,1160700000,7375400000,183700000,65800000,3300000,17200000,2.7e+08,-19800000,-19800000,-17400000,-48600000,600000.00000003,-97100000,153100000,153100000,1300000,154400000,340600000,3219400000,392700000,0.16318,0.06284,0.04201,0.15827,0.02491,2.13772,1.40857,5.35427,0.43651,1.21736,1.19519,28.98078,7.69185,2.60239,0.04679,0.0853,8.70317,10.78712
"23","2019_Q1",85.3988524590164,"Up",4074800000,-3.381e+09,693800000,-450900000,-450900000,242900000,-36300000,-37100000,8e+05,206600000,206600000,-47300000,159300000,159300000,159300000,159300000,205800000,205800000,2671200000,2671200000,454300000,465500000,149100000,316400000,3796800000,156100000,3214800000,2462800000,712200000,39800000,3370900000,7167700000,2248300000,1577100000,615700000,25300000,529500000,529500000,2803100000,3183300000,206100000,141900000,64200000,3389400000,6192500000,2998400000,-1892600000,-130600000,975200000,975200000,7167700000,159300000,66900000,-3900000,81300000,303600000,-32700000,-32700000,11200000,-322599999,35799999,-319500000,-48600000,-48600000,-7e+05,-49300000,309800000,3208600000,405700000,0.17027,0.05961,0.03909,0.16335,0.02222,2.54677,1.3545,6.34998,0.44765,1.06985,1.04803,27.36602,6.54936,2.72465,0.04629,0.09242,9.6927,12.36229
"24","2019_Q2",100.685079365079,"Up",3957900000,-3285800000,672100000,-443200000,-443200000,228900000,-37300000,-38300000,1e+06,191600000,191600000,-38700000,152900000,152900000,152900000,152900000,2.85e+08,2.85e+08,2725100000,2725100000,590700000,531700000,178300000,353400000,4132500000,155200000,3391800000,2528200000,6.96e+08,167600000,3.547e+09,7679500000,2525100000,1745400000,678400000,25700000,664200000,664200000,3.215e+09,3257700000,279500000,132700000,146800000,3537200000,6752200000,3026800000,-1.972e+09,-127500000,927300000,927300000,7679500000,152900000,64300000,1800000,33400000,252400000,-19400000,-88100000,70100000,-177100000,70200000,-80199999.9999999,84100000,84100000,8e+05,84900000,293200000,3283400000,345900000,0.16981,0.05783,0.03863,0.16489,0.01991,2.26226,1.28538,7.28157,0.42755,1.04014,1.0248,26.92449,6.30816,2.35306,0.04372,0.07703,10.22647,13.09917
"25","2019_Q3",110.35796875,"Up",4629900000,-3856100000,773800000,-473500000,-473500000,300300000,-39100000,-40500000,1400000,261200000,261200000,-64600000,196600000,196600000,196600000,196600000,194500000,194500000,2967300000,2967300000,652200000,611300000,205300000,4.06e+08,4425300000,163400000,3333200000,2524700000,660500000,1.48e+08,3496600000,7921900000,2.743e+09,2055800000,627400000,25500000,691800000,691800000,3460300000,3253300000,272200000,123100000,149100000,3525500000,6985800000,3049100000,-1973600000,-139400000,936100000,936100000,7921900000,196600000,6.5e+07,7e+06,-106500000,162100000,-24500000,-30800000,18500000,-155100000,-45500000,-2.25e+08,-93700000,-93700000,-2500000,-96200000,365300000,3278800000,298900000,0.16713,0.06486,0.04246,0.21002,0.02482,1.52035,1.27888,7.46266,0.41389,1.35027,1.32659,31.79876,6.42926,2.05288,0.05338,0.06661,8.4432,10.27073
"26","2019_Q4",127.67671875,"Up",4907700000,-4091200000,816500000,-495900000,-495900000,320600000,-59700000,-42300000,-17400000,260900000,260900000,-59200000,201700000,201700000,201700000,201700000,166900000,166900000,2899500000,2899500000,603600000,625300000,193100000,432200000,4295300000,171100000,3236700000,2515900000,616100000,104700000,3407800000,7703100000,2554500000,1.9e+09,603100000,25400000,661100000,661100000,3.241e+09,3.259e+09,2.68e+08,111300000,156700000,3.527e+09,6.768e+09,3074600000,-1985400000,-154100000,935100000,935100000,7703100000,201700000,68200000,20600000,-22700000,267800000,-31100000,-31100000,3800000,-161100000,-63400000,-263300000,-26600000,-26600000,-1e+06,-27600000,388800000,3284400000,394200000,0.16637,0.06533,0.0411,0.2157,0.02618,1.95439,1.3253,7.23773,0.42637,1.39585,1.37024,33.96332,6.47128,2.72803,0.05444,0.08784,8.01826,9.72396
"27","2020_Q1",118.488548387097,"Down",4536900000,-3759400000,777500000,-493700000,-493700000,283800000,-47800000,-38300000,-9500000,2.36e+08,2.36e+08,-50400000,185600000,185600000,185600000,185600000,1.54e+08,1.54e+08,3002200000,3002200000,611200000,566700000,171600000,395100000,4334100000,363100000,3302200000,2.553e+09,594100000,155100000,3665300000,7999400000,2353500000,1.835e+09,429900000,34100000,1103800000,1103800000,3491400000,3283200000,264500000,62400000,202100000,3547700000,7039100000,3096700000,-2018600000,-117800000,960300000,960300000,7999400000,185600000,69600000,-39800000,129500000,344900000,-161300000,-181400000,10100000,-1.29e+08,-7900000,-181300000,-17800000,-17800000,4900000,-12900000,353400000,3317300000,3.72e+08,0.17137,0.06255,0.04091,0.19327,0.0232,2.00431,1.24136,7.33011,0.41469,1.29518,1.26603,31.66015,6.70133,2.59595,0.05286,0.0819,8.95105,11.14623
