ticker;name;sector;mcap in millions usd;simfin_id
SIVB;SVB FINANCIAL GROUP;Banks;28079.508806;708168
FITB;Fifth Third Bancorp;Banks;25920.89478;378145
MTB;M&T BANK CORP;Banks;24715.179429;335339
RF;Regions Financial Corp.;Banks;21640.78;378207
HBAN;Huntington Bancshares;Banks;20807.86;378164
CFG;Citizens Financial Group;Banks;19704.115772;378202
DBK.DE;Deutsche Bank AG;Banks;19103.634357;1088259
KEY;KeyCorp;Banks;18282.69356;378174
FCNCA;First Citizens Bancshares Inc;Banks;13735.280827;446741
FHN;FIRST HORIZON CORP;Banks;12358.5;1234769
CMA;Comerica Inc.;Banks;11327.208651;378118
EWBC;EAST WEST BANCORP INC;Banks;10970.64753;335579
WAL;WESTERN ALLIANCE BANCORPORATION;Banks;9253.552;345773
JEF;Jefferies Financial Group Inc.;Banks;8985.98928;378180
CFR;CULLEN/FROST BANKERS, INC.;Banks;8941.78242;419929
ZION;Zions Bancorp;Banks;8885.95865;378250
CBSH;COMMERCE BANCSHARES INC /MO/;Banks;8860.813766;593216
PBCT;People's United Financial, Inc.;Banks;8118.925709;335764
FFIN;FIRST FINANCIAL BANKSHARES INC;Banks;6733.175425;998435
PNFP;PINNACLE FINANCIAL PARTNERS INC;Banks;6640.358607;783539
BOKF;BOK FINANCIAL CORP ET AL;Banks;6404.733373;344670
BPOP;POPULAR INC;Banks;6243.801134;883509
GBCI;GLACIER BANCORP, INC.;Banks;6199.473433;1059909
CIT;CIT GROUP INC;Banks;5305.57895;335466
HOMB;Home Bancshares Inc;Banks;5249.03016;447371
NYCB;NEW YORK COMMUNITY BANCORP INC;Banks;5081.31834;1234784
OZRK;BANK OF THE OZARKS INC;Banks;5013.842779;135823
UMBF;UMB FINANCIAL CORP;Banks;4776.705929;256663
FNB;FNB Corp;Banks;4606.676004;446814
HWC;HANCOCK WHITNEY CORP;Banks;4576.963759;734515
TFSL;TFS Financial CORP;Banks;4330.580726;360767
UMPQ;UMPQUA HOLDINGS CORP;Banks;4199.5305;998459
EVR;Evercore Inc.;Banks;4079.069;1059906
MBFI;MB Financial Inc;Banks;3580.239684;447767
PACW;PACWEST BANCORP;Banks;3562.1286;537548
FHB;FIRST HAWAIIAN, INC.;Banks;3548.011661;210774
ABCB;Ameris Bancorp;Banks;3487.22216;919504
BOH;BANK OF HAWAII CORP;Banks;3376.733957;998597
TCBI;TEXAS CAPITAL BANCSHARES INC/TX;Banks;3300.842653;734517
ISBC;Investors Bancorp, Inc.;Banks;3272.427355;641029
IBOC;INTERNATIONAL BANCSHARES CORP;Banks;2912.935995;369401
FULT;FULTON FINANCIAL CORP;Banks;2833.8012;1234770
CLBK;Columbia Financial, Inc.;Banks;2397.029471;883513
WAFD;WASHINGTON FEDERAL INC;Banks;2323.271659;1234802
IBKC;IBERIABANK CORP;Banks;2268.759132;129297
HTH;Hilltop Holdings Inc.;Banks;2186.47131;492790
WSBC;WESBANCO INC;Banks;2164.301513;739365
TRMK;TRUSTMARK CORP;Banks;2118.776362;1234797
STBA;S&T BANCORP INC;Banks;1267.644588;347280
SRCE;1ST SOURCE CORP;Banks;1254.587665;767938
BNCL;Beneficial Bancorp Inc.;Banks;1204.023353;748225
TSC;TriState Capital Holdings, Inc.;Banks;960.098181;988504
ABTX;Allegiance Bancshares, Inc.;Banks;954.41381;953887
ALTA;Altabancorp;Banks;833.472351;363174
FMBH;FIRST MID ILLINOIS BANCSHARES INC;Banks;762.572387;743187
PGC;PEAPACK GLADSTONE FINANCIAL CORP;Banks;671.681959;726431
TREE;LendingTree, Inc.;Banks;582.96786;780144
MBWM;MERCANTILE BANK CORP;Banks;579.586264;815912
CNND;CANANDAIGUA NATIONAL CORP;Banks;415.19588;546895
FMAO;FARMERS & MERCHANTS BANCORP INC;Banks;412.490607;939566
PHH;PHH CORP;Banks;358.393508;257104
MCBC;MACATAWA BANK CORP;Banks;339.464791;745864
LION;FIDELITY SOUTHERN CORP;Banks;277.680406;692284
OCN;OCWEN FINANCIAL CORP;Banks;271.51042;544026
NKSH;NATIONAL BANKSHARES INC;Banks;202.649344;129536
LARK;LANDMARK BANCORP INC;Banks;126.955187;130464
MLVF;MALVERN BANCORP, INC.;Banks;119.843987;1249732
PROV;PROVIDENT FINANCIAL HOLDINGS INC;Banks;107.810661;998465
SFBC;Sound Financial Bancorp, Inc.;Banks;98.663954;158885
JUVF;JUNIATA VALLEY FINANCIAL CORP;Banks;78.3901;141652
CBKM;CONSUMERS BANCORP INC /OH/;Banks;59.333344;259775
STZ;CONSTELLATION BRANDS, INC.;Beverages - Alcoholic;41031.18695;256994
BF-A;BROWN FORMAN CORP;Beverages - Alcoholic;36238.84971;185450
TAP;MOLSON COORS BREWING CO;Beverages - Alcoholic;12256.16;248956
SAM;THE BOSTON BEER COMPANY, INC.;Beverages - Alcoholic;4658.92261;714419
VWE;Vintage Wine Estates, Inc.;Beverages - Alcoholic;404.488178;1338978
BREW;CRAFT BREW ALLIANCE, INC.;Beverages - Alcoholic;322.693035;63411
EAST;Eastside Distilling, Inc.;Beverages - Alcoholic;8.5512;646929
KO;COCA COLA CO;Beverages - Non-Alcoholic;281709.96;82117
PEP;PEPSICO INC;Beverages - Non-Alcoholic;249382.56;218222
KDP;Keurig Dr Pepper Inc.;Beverages - Non-Alcoholic;56833.44;378130
MNST;Monster Beverage Corp;Beverages - Non-Alcoholic;48780.77676;333441
CCE;COCA-COLA REFRESHMENTS USA, INC.;Beverages - Non-Alcoholic;27894.080553;849813
CELH;Celsius Holdings, Inc.;Beverages - Non-Alcoholic;7431.075822;986557
FIZZ;NATIONAL BEVERAGE CORP;Beverages - Non-Alcoholic;5308.21224;199147
COKE;COCA COLA BOTTLING CO CONSOLIDATED /DE/;Beverages - Non-Alcoholic;4851.4648;156024
COT;Primo Water Corp;Beverages - Non-Alcoholic;2312.48815;727266
JSDA;JONES SODA CO;Beverages - Non-Alcoholic;37.168358;727078
REED;REED'S, INC.;Beverages - Non-Alcoholic;18.728987;727073
NUZE;NuZee, Inc.;Beverages - Non-Alcoholic;13.726255;1154275
AMGN;AMGEN INC;Biotechnology;135435.25;65735
GILD;GILEAD SCIENCES INC;Biotechnology;83310.48;239284
VRTX;VERTEX PHARMACEUTICALS INC / MA;Biotechnology;77537.7;344083
CELG;CELGENE CORP /DE/;Biotechnology;77035.975315;410976
REGN;Regeneron;Biotechnology;69994.73;378206
MRNA;Moderna, Inc.;Biotechnology;66512.16;917766
ALXN;ALEXION PHARMACEUTICALS INC;Biotechnology;40336.009475;65359
BNTX;BioNTech SE;Biotechnology;38274.827581;1212484
BIIB;BIOGEN INC.;Biotechnology;32309.044;71079
SGEN;SEATTLE GENETICS INC /WA;Biotechnology;31400.4054;487011
ALNY;ALNYLAM PHARMACEUTICALS, INC.;Biotechnology;27582.4224;325251
BMRN;BIOMARIN PHARMACEUTICAL INC;Biotechnology;17604.68762;135371
INCY;INCYTE CORP;Biotechnology;16615.6336;671924
TECH;BIO-TECHNE Corp;Biotechnology;14547.0586;176917
KITE;Kite Pharma, Inc.;Biotechnology;10280.706833;73743
NBIX;Neurocrine Biosciences Inc;Biotechnology;10144.116;447972
UTHR;UNITED THERAPEUTICS Corp;Biotechnology;9952.534;438343
JAZZ;Jazz Pharmaceuticals plc;Biotechnology;9909.84192;364811
SRPT;Sarepta Therapeutics, Inc.;Biotechnology;9436.31113;749127
LEGN;Legend Biotech Corp;Biotechnology;6736.24776;1334960
IONS;IONIS PHARMACEUTICALS INC;Biotechnology;6249.12;855206
HALO;HALOZYME THERAPEUTICS INC;Biotechnology;6237.16352;365463
EXEL;EXELIXIS, INC.;Biotechnology;6195.73217;289286
ARNA;ARENA PHARMACEUTICALS INC;Biotechnology;6113.3886;826177
CRSP;CRISPR Therapeutics AG;Biotechnology;5879.385853;791051
TXG;10x Genomics, Inc.;Biotechnology;5266.461482;1250890
ITCI;Intra-Cellular Therapies, Inc.;Biotechnology;5073.482146;825240
ARWR;ARROWHEAD PHARMACEUTICALS, INC.;Biotechnology;5037.01539;952053
ARRY;ARRAY BIOPHARMA INC;Biotechnology;4876.299278;50863
NTLA;Intellia Therapeutics, Inc.;Biotechnology;4865.56191;1253298
MRTX;Mirati Therapeutics, Inc.;Biotechnology;4577.6487;782022
BEAM;Beam Therapeutics Inc.;Biotechnology;4462.562028;1253264
GBT;Global Blood Therapeutics, Inc.;Biotechnology;4394.851064;687412
ALKS;Alkermes PLC;Biotechnology;4333.54155;445699
TSRO;TESARO, Inc.;Biotechnology;4126.319822;349753
BPMC;Blueprint Medicines Corp;Biotechnology;4065.8376;781830
ACT;Actavis, Inc.;Biotechnology;3665.984;353702
CCXI;ChemoCentryx, Inc.;Biotechnology;3622.96124;795982
ABCL;AbCellera Biologics Inc.;Biotechnology;3556.40544;1250893
VIR;Vir Biotechnology, Inc.;Biotechnology;3533.123709;1291786
FOLD;AMICUS THERAPEUTICS INC;Biotechnology;3500.727038;143587
NVAX;NOVAVAX INC;Biotechnology;3350.77184;826389
TWST;Twist Bioscience Corp;Biotechnology;2874.57709;1252815
CORT;CORCEPT THERAPEUTICS INC;Biotechnology;2852.79676;724383
ARVN;ARVINAS, INC.;Biotechnology;2791.936;947146
ACAD;Acadia Pharmaceuticals Inc;Biotechnology;2741.65184;445591
ARQL;ARQULE INC;Biotechnology;2414.6739;795983
EQRX;EQRx, Inc.;Biotechnology;2284.872352;1334626
CBM;CAMBREX CORP;Biotechnology;2023.124776;100602
ECYT;ENDOCYTE INC;Biotechnology;1969.306426;760760
KRYS;Krystal Biotech, Inc.;Biotechnology;1941.432692;1294979
RCUS;Arcus Biosciences, Inc.;Biotechnology;1933.170462;790458
IBRX;ImmunityBio, Inc.;Biotechnology;1810.861917;786262
XNCR;Xencor Inc;Biotechnology;1807.186608;781832
LGND;LIGAND PHARMACEUTICALS INC;Biotechnology;1799.80148;898544
DVAX;DYNAVAX TECHNOLOGIES CORP;Biotechnology;1799.18128;138695
FPRX;FIVE PRIME THERAPEUTICS INC;Biotechnology;1769.737102;378616
ADPT;Adaptive Biotechnologies Corp;Biotechnology;1680.624124;1147630
ISEE;IVERIC bio, Inc.;Biotechnology;1575.08092;131911
PCVX;Vaxcyte, Inc.;Biotechnology;1546.013337;1253394
FLGT;Fulgent Genetics, Inc.;Biotechnology;1525.99412;1252817
IMGN;IMMUNOGEN INC;Biotechnology;1504.81584;82671
AGIO;AGIOS PHARMACEUTICALS INC;Biotechnology;1502.059229;737501
BGNE;BeiGene, Ltd.;Biotechnology;1483.681833;734219
VCEL;Vericel Corp;Biotechnology;1411.011846;1253391
KDNY;CHINOOK THERAPEUTICS, INC.;Biotechnology;1390.89852;781554
RGNX;REGENXBIO Inc.;Biotechnology;1379.12089;778666
FGEN;FIBROGEN INC;Biotechnology;1349.779;781665
SLP;SIMULATIONS PLUS INC;Biotechnology;1286.4938;495377
CPXX;Celator Pharmaceuticals Inc;Biotechnology;1246.561445;436095
CDMO;Avid Bioservices, Inc.;Biotechnology;1195.69296;97638
EDIT;Editas Medicine, Inc.;Biotechnology;1185.288237;1253292
DCPH;Deciphera Pharmaceuticals, Inc.;Biotechnology;1143.314834;785694
KURA;Kura Oncology, Inc.;Biotechnology;1054.8175;795981
CHRS;Coherus BioSciences, Inc.;Biotechnology;1038.457661;540930
TGTX;TG THERAPEUTICS, INC.;Biotechnology;1031.298105;785880
INVA;Innoviva, Inc.;Biotechnology;1018.87709;942592
MNKD;MANNKIND CORP;Biotechnology;997.47252;486138
BNGO;Bionano Genomics, Inc;Biotechnology;962.31698;1253246
SGMO;SANGAMO THERAPEUTICS, INC;Biotechnology;902.28222;773304
GERN;GERON CORP;Biotechnology;896.588543;793173
ITOS;iTeos Therapeutics, Inc.;Biotechnology;884.399532;1338980
NKTR;NEKTAR THERAPEUTICS;Biotechnology;874.224;526216
AVXL;ANAVEX LIFE SCIENCES CORP.;Biotechnology;869.414123;436223
SRNE;Sorrento Therapeutics, Inc.;Biotechnology;849.54996;133865
SRRA;Sierra Oncology, Inc.;Biotechnology;839.967191;809435
ALT;Altimmune, Inc.;Biotechnology;838.895898;511510
CSTL;CASTLE BIOSCIENCES INC;Biotechnology;837.43632;1252818
SAVA;CASSAVA SCIENCES INC;Biotechnology;807.5916;989411
LUNG;Pulmonx Corp;Biotechnology;795.944059;1253400
STOK;Stoke Therapeutics, Inc.;Biotechnology;784.774576;1060042
NSTG;NanoString Technologies Inc;Biotechnology;720.08277;1252928
COGT;Cogent Biosciences, Inc.;Biotechnology;699.347334;808945
SEER;Seer, Inc.;Biotechnology;680.52839;1253247
ACLX;Arcellx, Inc.;Biotechnology;674.225033;1342109
IMGO;Imago BioSciences, Inc.;Biotechnology;657.847808;1253390
BSTC;BIOSPECIFICS TECHNOLOGIES CORP;Biotechnology;650.248866;822442
CRBU;Caribou Biosciences, Inc.;Biotechnology;646.943159;1253332
MXCT;MAXCYTE, INC.;Biotechnology;625.807243;1253397
ORGO;Organogenesis Holdings Inc.;Biotechnology;624.00796;1253253
STML;STEMLINE THERAPEUTICS INC;Biotechnology;621.202587;795984
DYN;Dyne Therapeutics, Inc.;Biotechnology;616.637256;1154967
CTIC;CTI BIOPHARMA CORP;Biotechnology;587.14189;809274
MASS;908 Devices Inc.;Biotechnology;585.23222;1250892
MRSN;Mersana Therapeutics, Inc.;Biotechnology;577.883713;808876
QSI;Quantum-Si Inc;Biotechnology;567.121065;1253402
ACET;Adicet Bio, Inc.;Biotechnology;561.451591;1154966
CDXS;CODEXIS, INC.;Biotechnology;557.55952;1253238
GTHX;G1 Therapeutics, Inc.;Biotechnology;553.529463;820499
ICPT;INTERCEPT PHARMACEUTICALS INC;Biotechnology;534.20341;72077
AKYA;Akoya Biosciences, Inc.;Biotechnology;526.196511;1250889
VXRT;Vaxart, Inc.;Biotechnology;525.94172;625536
ADXS;Advaxis, Inc.;Biotechnology;517.016529;950904
LXRX;LEXICON PHARMACEUTICALS, INC.;Biotechnology;489.212;56235
BLUE;bluebird bio, Inc.;Biotechnology;484.86704;787981
ADMA;ADMA BIOLOGICS, INC.;Biotechnology;471.247644;976582
RBOT;Vicarious Surgical Inc.;Biotechnology;423.34947;1253250
BTAI;BioXcel Therapeutics, Inc.;Biotechnology;416.19643;818572
ABSI;Absci Corp;Biotechnology;415.266305;1250894
IDYA;IDEAYA Biosciences, Inc.;Biotechnology;415.218829;1253393
TCRT;Alaunos Therapeutics, Inc.;Biotechnology;397.747952;795980
ABUS;Arbutus Biopharma Corp;Biotechnology;368.900119;953888
PGNX;PROGENICS PHARMACEUTICALS INC;Biotechnology;355.046195;795979
ZY;Zymergen Inc.;Biotechnology;345.791282;1243193
ANIK;Anika Therapeutics, Inc.;Biotechnology;336.65715;823284
SLGC;SomaLogic, Inc.;Biotechnology;321.659214;1250897
BLI;Berkeley Lights, Inc.;Biotechnology;313.292888;1250891
SMLR;Semler Scientific, Inc.;Biotechnology;298.229916;1338984
OMIC;Singular Genomics Systems, Inc.;Biotechnology;290.09397;1253398
MIST;Milestone Pharmaceuticals Inc.;Biotechnology;290.030942;998596
VKTX;Viking Therapeutics, Inc.;Biotechnology;289.69434;890836
IMDZ;IMMUNE DESIGN CORP.;Biotechnology;282.936701;809437
PDLI;PDL BIOPHARMA, INC.;Biotechnology;282.854041;533398
MGNX;MACROGENICS INC;Biotechnology;276.846093;790123
AVEO;AVEO PHARMACEUTICALS INC;Biotechnology;273.38675;809080
OTLK;Outlook Therapeutics, Inc.;Biotechnology;271.212326;908645
RIGL;RIGEL PHARMACEUTICALS INC;Biotechnology;268.54932;909018
ALPN;ALPINE IMMUNE SCIENCES, INC.;Biotechnology;264.736665;819011
VSTM;Verastem, Inc.;Biotechnology;255.45431;135964
SPPI;SPECTRUM PHARMACEUTICALS INC;Biotechnology;239.326377;53529
SNCE;Science 37 Holdings, Inc.;Biotechnology;232.855515;1253262
GRPH;Graphite Bio, Inc.;Biotechnology;225.385937;1253293
HROW;HARROW HEALTH, INC.;Biotechnology;223.532184;1154965
PSNL;Personalis, Inc.;Biotechnology;212.320017;1252816
EPZM;Epizyme, Inc.;Biotechnology;211.97547;138374
DMTK;DermTech, Inc.;Biotechnology;204.060622;1253392
EVLO;Evelo Biosciences, Inc.;Biotechnology;199.898403;807946
CTXR;Citius Pharmaceuticals, Inc.;Biotechnology;185.435455;998532
RNLX;Renalytix plc;Biotechnology;184.103079;1253387
SCPH;scPharmaceuticals Inc.;Biotechnology;168.805036;1311963
INMB;Inmune Bio, Inc.;Biotechnology;168.692353;1295082
TSHA;Taysha Gene Therapies, Inc.;Biotechnology;163.781004;1146378
XBIT;XBiotech Inc.;Biotechnology;150.978814;156298
CELC;Celcuity Inc.;Biotechnology;150.051907;1253241
PBYI;PUMA BIOTECHNOLOGY, INC.;Biotechnology;147.342681;668565
TLSA;Tiziana Life Sciences plc;Biotechnology;144.013094;1203753
SESN;Sesen Bio, Inc.;Biotechnology;143.61408;818918
TFFP;TFF Pharmaceuticals, Inc.;Biotechnology;141.839017;1295083
ADVM;Adverum Biotechnologies, Inc.;Biotechnology;138.6;702608
INFI;INFINITY PHARMACEUTICALS, INC.;Biotechnology;136.193559;819348
DTIL;PRECISION BIOSCIENCES INC;Biotechnology;135.229829;1078151
CODX;Co-Diagnostics, Inc.;Biotechnology;133.460952;1346268
CSBR;CHAMPIONS ONCOLOGY, INC.;Biotechnology;126.986019;241725
CTMX;CytomX Therapeutics, Inc.;Biotechnology;109.456413;789985
OCX;Oncocyte Corp;Biotechnology;103.99864;1253242
ANVS;Annovis Bio, Inc.;Biotechnology;98.456911;1253389
CRIS;CURIS INC;Biotechnology;97.150007;168118
UBX;Unity Biotechnology, Inc.;Biotechnology;94.869511;893323
BDSX;BIODESIX INC;Biotechnology;93.38882;1253248
SURF;Surface Oncology, Inc.;Biotechnology;87.732144;808799
XGN;EXAGEN INC.;Biotechnology;84.95141;1251651
ISO;IsoPlexis Corp;Biotechnology;81.572927;1253260
VTVT;vTv Therapeutics Inc.;Biotechnology;80.810516;817635
LUMO;LUMOS PHARMA, INC.;Biotechnology;74.043038;809595
MBIO;MUSTANG BIO, INC.;Biotechnology;73.092482;809799
HARP;Harpoon Therapeutics, Inc.;Biotechnology;69.707802;1333937
DNAY;Codex DNA, Inc.;Biotechnology;66.524994;1253399
ONCT;Oncternal Therapeutics, Inc.;Biotechnology;65.74057;796059
NH;NantHealth, Inc.;Biotechnology;63.552634;1252840
SYRS;Syros Pharmaceuticals, Inc.;Biotechnology;61.16958;807944
TYME;TYME TECHNOLOGIES, INC.;Biotechnology;60.272413;809189
ATNX;Athenex, Inc.;Biotechnology;58.763202;785769
PLSE;Pulse Biosciences, Inc.;Biotechnology;56.6856;1253396
ZYNE;Zynerba Pharmaceuticals, Inc.;Biotechnology;55.071048;901704
MACK;MERRIMACK PHARMACEUTICALS INC;Biotechnology;54.5787;819013
MTEM;Molecular Templates, Inc.;Biotechnology;51.259922;778777
BSTG;Biostage, Inc.;Biotechnology;51.098889;148380
CRVS;Corvus Pharmaceuticals, Inc.;Biotechnology;50.277792;808943
ODT;Odonate Therapeutics, Inc.;Biotechnology;50.037437;790464
GLYC;GLYCOMIMETICS INC;Biotechnology;44.730277;790345
BLCM;BELLICUM PHARMACEUTICALS, INC;Biotechnology;44.702317;808260
CASI;CASI Pharmaceuticals, Inc.;Biotechnology;44.083861;877522
AGLE;Aeglea BioTherapeutics, Inc.;Biotechnology;43.570787;640634
CLRB;Cellectar Biosciences, Inc.;Biotechnology;38.92149;99062
OMED;OncoMed Pharmaceuticals Inc;Biotechnology;34.434179;819110
CLBS;CALADRIUS BIOSCIENCES, INC.;Biotechnology;32.68782;798466
PSTI;PLURISTEM THERAPEUTICS INC;Biotechnology;32.136352;201828
HGEN;KALOBIOS PHARMACEUTICALS INC;Biotechnology;26.148259;263238
OPGN;OPGEN INC;Biotechnology;26.081727;1253028
RGLS;Regulus Therapeutics Inc.;Biotechnology;25.133177;768206
SIOX;Sio Gene Therapies Inc.;Biotechnology;25.080199;41996
APVO;Aptevo Therapeutics Inc.;Biotechnology;21.801213;819111
ACER;Acer Therapeutics Inc.;Biotechnology;21.322264;1053636
APRE;Aprea Therapeutics, Inc.;Biotechnology;19.942415;1164127
ALRN;AILERON THERAPEUTICS INC;Biotechnology;19.920774;815574
FBRX;Forte Biosciences, Inc.;Biotechnology;18.655998;809598
CYCC;Cyclacel Pharmaceuticals, Inc.;Biotechnology;17.330904;899362
NERV;Minerva Neurosciences, Inc.;Biotechnology;16.714813;254280
CALA;Calithera Biosciences, Inc.;Biotechnology;16.564479;817563
TTPH;TETRAPHASE PHARMACEUTICALS INC;Biotechnology;15.979119;1077529
ADIL;ADIAL PHARMACEUTICALS, INC.;Biotechnology;13.860138;807531
NBY;NovaBay Pharmaceuticals, Inc.;Biotechnology;13.7111;910154
MYO;MYOMO, INC.;Biotechnology;12.255124;1200988
PTI;Patheon N.V.;Biotechnology;11.90117;233042
EVFM;Evofem Biosciences, Inc.;Biotechnology;10.309544;988215
LFVN;Lifevantage Corp;Biotechnology;7.943112;1241829
PTE;PolarityTE;Biotechnology;6.744019;184064
ABMC;AMERICAN BIO MEDICA CORP;Biotechnology;0.880413;160965
PRTX;PROTALEX INC;Biotechnology;0.473254;95453
EGLT;Egalet Corp;Biotechnology;0.09361;286194
SCHW;Charles Schwab Corporation;Brokers, Exchanges & Other;146333.28;378109
SPGI;S&P Global, Inc.;Brokers, Exchanges & Other;131404.26;378217
MMC;MARSH & MCLENNAN COMPANIES, INC.;Brokers, Exchanges & Other;86983.79;85544
CME;CME Group Inc.;Brokers, Exchanges & Other;73686.37986;378116
AON;Aon plc;Brokers, Exchanges & Other;64203.3;67471
ICE;Intercontinental Exchange;Brokers, Exchanges & Other;61971.48;378167
MCO;MOODYS CORP /DE/;Brokers, Exchanges & Other;59637.369;88874
MSCI;MSCI Inc.;Brokers, Exchanges & Other;40754.44126;549638
AJG;GALLAGHER ARTHUR J & CO;Brokers, Exchanges & Other;39618.57602;66898
NDAQ;NASDAQ OMX Group;Brokers, Exchanges & Other;31439.919;378192
DB1.DE;Deutsche B̦rse;Brokers, Exchanges & Other;31390.331094;854467
WTW;Willis Towers Watson;Brokers, Exchanges & Other;24579.52;378243
COIN;Coinbase Global, Inc.;Brokers, Exchanges & Other;18946.10556;1202161
BRO;BROWN & BROWN INC;Brokers, Exchanges & Other;18889.02126;245531
LPLA;LPL Financial Holdings Inc.;Brokers, Exchanges & Other;18318.25611;639823
FDS;FACTSET RESEARCH SYSTEMS INC;Brokers, Exchanges & Other;16982.67246;91248
CBOE;CBOE Holdings, Inc.;Brokers, Exchanges & Other;12747.496;120616
ERIE;Erie Indemnity Co;Brokers, Exchanges & Other;11468.146519;446629
AFRM;Affirm Holdings, Inc.;Brokers, Exchanges & Other;11236.01747;1242005
MORN;Morningstar, Inc.;Brokers, Exchanges & Other;10977.168;979788
ETFC;E*Trade;Brokers, Exchanges & Other;10891.207679;378132
MKTX;MARKETAXESS HOLDINGS INC;Brokers, Exchanges & Other;10415.04808;118024
HOOD;Robinhood Markets, Inc.;Brokers, Exchanges & Other;9373.266899;1249895
IBKR;Interactive Brokers Group, Inc.;Brokers, Exchanges & Other;6505.58049;718957
HLI;HOULIHAN LOKEY, INC.;Brokers, Exchanges & Other;5559.569585;65213
LAZ;Lazard LTD;Brokers, Exchanges & Other;3873.398392;447656
FLYW;Flywire Corp;Brokers, Exchanges & Other;3019.770103;1326823
VIRT;Virtu Financial, Inc.;Brokers, Exchanges & Other;2681.749104;970570
PJT;PJT Partners Inc.;Brokers, Exchanges & Other;1881.074984;158528
SNEX;StoneX Group Inc.;Brokers, Exchanges & Other;1841.413785;728087
BGCP;BGC Partners, Inc.;Brokers, Exchanges & Other;1561.68952;625540
AMTD;TD AMERITRADE HOLDING CORP;Brokers, Exchanges & Other;1520.036415;356477
LPRO;Open Lending Corp;Brokers, Exchanges & Other;1464.171592;1338985
ITG;INVESTMENT TECHNOLOGY GROUP, INC.;Brokers, Exchanges & Other;1026.237611;142922
AC;Associated Capital Group, Inc.;Brokers, Exchanges & Other;920.003;919941
AMRK;A-Mark Precious Metals, Inc.;Brokers, Exchanges & Other;805.363152;259435
TIGR;UP Fintech Holding Ltd;Brokers, Exchanges & Other;575.784097;1214646
OPY;OPPENHEIMER HOLDINGS INC;Brokers, Exchanges & Other;463.870053;505723
TST;THESTREET, INC.;Brokers, Exchanges & Other;34.367955;122759
JCI;JOHNSON CONTROLS INC;Building Materials;41246.9;360440
VMC;Vulcan Materials;Building Materials;23725.87;378238
MLM;Martin Marietta Materials;Building Materials;23185.968;378186
MAS;MASCO CORP /DE/;Building Materials;13393.56;255010
BLDR;Builders FirstSource, Inc.;Building Materials;11791.86138;826504
OC;Owens Corning;Building Materials;8959.68;985860
BLD;TopBuild Corp;Building Materials;6642.436754;1055096
EXP;EAGLE MATERIALS INC;Building Materials;5639.471345;110585
LPX;LOUISIANA-PACIFIC CORP;Building Materials;4957.2;849042
AVNT;AVIENT CORP;Building Materials;4527.042;1234038
AWI;ARMSTRONG WORLD INDUSTRIES INC;Building Materials;4440.588;253579
MTX;MINERALS TECHNOLOGIES INC;Building Materials;2179.888;1234779
GFF;GRIFFON CORP;Building Materials;1726.88092;358146
HEI.DE;HeidelbergCement;Building Materials;1648.295895;854470
ROCK;GIBRALTAR INDUSTRIES, INC.;Building Materials;1602.70572;548420
PGTI;PGT, Inc.;Building Materials;1352.57496;127570
USCR;US CONCRETE INC;Building Materials;1256.150945;819568
APOG;APOGEE ENTERPRISES, INC.;Building Materials;1005.7151;327543
NX;Quanex Building Products CORP;Building Materials;858.7663;921442
BXC;BlueLinx Holdings Inc.;Building Materials;764.3808;673388
USG;Usg Corp;Building Materials;672.477456;449068
ASPN;ASPEN AEROGELS INC;Building Materials;495.728288;491354
AFI;Armstrong Flooring, Inc.;Building Materials;7.735856;155205
ADP;AUTOMATIC DATA PROCESSING INC;Business Services;108722.724;591496
FISV;Fiserv Inc;Business Services;71436.544;378146
FIS;Fidelity National Information Services, Inc.;Business Services;62934.08;88558
PAYX;PAYCHEX INC;Business Services;49916.079;106287
CTAS;CINTAS CORP;Business Services;45914.88594;331923
INFO;IHS Markit Ltd.;Business Services;43293.281034;330628
GPN;GLOBAL PAYMENTS INC;Business Services;37874.34315;182201
VRSK;Verisk Analytics;Business Services;32303.84867;378235
FDC;FIRST DATA CORP;Business Services;29978.74;520475
EFX;Equifax Inc.;Business Services;26350.78;378137
EPAM;EPAM Systems, Inc.;Business Services;25614.9;923418
BR;BROADRIDGE FINANCIAL SOLUTIONS, INC.;Business Services;20781.904;143497
ROL;ROLLINS INC;Business Services;18457.33923;744726
FLT;FLEETCOR TECHNOLOGIES INC;Business Services;17796.58958;740486
TRU;TransUnion;Business Services;16129.575;700411
IRM;Iron Mountain Incorporated;Business Services;15704.06496;378171
JKHY;Henry Jack & Associates Inc;Business Services;15352.808598;447566
BAH;Booz Allen Hamilton Holding Corp;Business Services;12980.348015;182296
SNX;SYNNEX CORP;Business Services;10002.28713;84398
NLSN;Nielsen Holdings plc;Business Services;9922.6271;333689
CSC;COMPUTER SCIENCES CORP;Business Services;9733.605439;218339
G;Genpact LTD;Business Services;8951.666709;446906
WEX;WEX Inc.;Business Services;7401.9954;749233
DNB;Dun & Bradstreet Holdings, Inc.;Business Services;7062.986;125293
DXC;DXC Technology Co;Business Services;6202.566373;740485
CLGX;CORELOGIC, INC.;Business Services;5889.47856;896316
TNET;TRINET GROUP INC;Business Services;5640.76;797860
TMX;TERMINIX GLOBAL HOLDINGS INC;Business Services;5476.005;749230
EEFT;EURONET WORLDWIDE INC;Business Services;5416.628668;484269
MMS;Maximus Inc;Business Services;4003.22286;447855
